PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activation,Standard Deviation
RESULT_TYPE,,,,,,,,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Normalized percent activation of the primary screen at a compound concentration of 11.6 micromolar.,Standard deviation of the confirmation assay derived from the normalized percent inhibition of the triplicate data for each compound.
RESULT_UNIT,,,,,,,,PERCENT,NONE
RESULT_ATTR_CONC_MICROMOL,,,,,,,,11.6,
1287,17403295,5935482,CC1=CC=C(O1)/C=N\NC2=NC3=C(N2)C=C(C=C3)Cl,Active,2,,,22.28,1.33972
1288,7970803,871221,CCC1=NN=C(S1)NC(=O)C2=CC=CC=C2OCC,Active,2,,,22.24,1.47119
1289,17507870,3112947,CC1=CC=CC=C1NC2=NNC(=C2[N+](=O)[O-])C,Active,2,,,22.23,2.27777
1290,26728615,2805940,CN(C)C1=C(C(=O)OC(=C1)C2=CC=C(C=C2)Br)Cl,Active,2,,,22.22,2.18428
1291,26669869,16682595,C1CC1NC(=O)C2=C[C@@H](C[C@@H](O2)OCC3=CC=C(C=C3)CO)C4=CNC5=CC=CC=C54,Active,2,,,22.21,3.06826
1292,4251174,359838,C1=CC=C(C=C1)C2=CC(=NC(=N2)N)C3=CC=CC=C3O,Active,2,,,22.2,2.13831
1293,26725581,3925868,C1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2)C3=CSC(=N3)NC4=CC=C(C=C4)Cl,Active,2,,,22.19,3.89275
1294,24818049,5170670,C1OC2=C(O1)C=C(C=C2)C3=C(N4C=CC=NC4=N3)Br,Active,2,,,22.16,7.38932
1295,49666139,1473538,COC1=C2C=CC(=NC2=C(C=C1)OC)C3=CN=CC=C3,Active,2,,,22.16,4.02066
1296,850210,572638,CC1=C(SC2=NC=NC(=C12)NCCCN3C=CN=C3)C,Active,2,,,22.15,2.88476
1297,14720854,619566,CC1=CC=C(C=C1)C(=O)C2=C(C3=CC=CC=C3O2)N,Active,1,,,22.11,4.87388
1298,24780548,135460417,CC(=O)N/N=C/C1=CC(=CC(=C1O)/C=N/NC(=O)C)C(C)(C)C,Active,1,,,22.08,1.30696
1299,7968603,712051,CC1=CC(=NC(=C1C#N)NC2=CC3=C(C=C2)OCCO3)C,Active,1,,,22.04,4.72957
1300,17516386,2328888,C1=CSC(=C1)C2=CSC(=N2)NC(=O)/C(=C/C3=CC=C(O3)C4=CC=C(C=C4)F)/C#N,Active,1,,,22,4.65606
1301,7971112,4327076,CCOC1=CC=C(C=C1)NC(=O)C2=CN=C3N(C2=O)C(=CS3)C,Active,1,,,22,2.24053
1302,863322,6603365,C1=CC=C2C(=C1)C3=C(O2)C(=NC=N3)NCCCN4C=CN=C4.Cl,Active,1,,,21.98,2.79639
1303,49640664,761950,CCC1=C(N=C2C=C(NN2C1=O)C3=CC=C(C=C3)Cl)C,Active,1,,,21.96,3.40113
1304,49644862,781243,COC1=CC(=C(C=C1)O)C2=NNC(=C2)C3=CC=CC=C3Cl,Active,1,,,21.95,6.67489
1305,49819438,5336355,C1=CC=C2C(=C1)C(=CN2)C(=O)N/N=C/C3=CSC=C3,Active,1,,,21.95,6.54046
1306,17505199,135477997,CCOC1=CC2=C(C=C1)N=C(S2)/N=C/C3=C(NN(C3=O)C4=CC=C(C=C4)C)C,Active,1,,,21.93,3.33753
1307,14734797,2129759,C1=CC=C2C(=C1)C=CC3=C2C(=CO3)CC(=O)NC4=NC=CS4,Active,1,,,21.92,2.44509
1308,24781681,2515458,C1=CC(=CN=C1)C2=NN=C(N2N)SCCOC3=CC=C(C=C3)Cl,Active,1,,,21.91,4.26901
1309,24796161,9587437,C1=CC=NC(=C1)/C(=N/OC(=O)C2=CC=C(O2)Br)/N,Active,1,,,21.9,6.99502
1310,24807137,3206671,CC1=CC2=C(C=C1C)N=C(C(=C2)C)NCCNC(=O)C3=CC=CS3,Active,1,,,21.89,4.86848
1311,17514109,12005773,CCCC1=[N+](CCN2C1=CC=C2)CC(=O)C3=CC=C(C=C3)C.[Br-],Active,1,,,21.87,3.72697
1312,17432927,1128183,C1=CC=C2C(=C1)C=CC3=C2N=C(S3)NC(=O)CSC4=CC=CC=N4,Active,1,,,21.86,5.84355
1313,14741170,3832575,CC1CN(CC(O1)C)C2=NC=NC3=C2NC4=C3C=C(C=C4)OC,Active,1,,,21.85,6.08237
1314,85270309,2121869,CC1=C(OC2=C1C=C(C=C2)Br)C(=O)NC3=NC=CS3,Active,1,,,21.83,7.44028
1315,14737177,9550947,CC1=C2C(=CC=C1)OCC3=C2SC(=C3)C(=O)NC4=NC=CS4,Active,1,,,21.83,4.76637
1316,24781953,6875756,C1=C(OC(=C1)C2=CC(=C(C=C2Cl)Cl)Cl)/C=N/NC(=S)N,Active,1,,,21.8,2.51321
1317,7976328,762542,CC(=O)N1C2=CC=CC=C2C3=C1C4=CC=CC=C4N3C,Active,1,,,21.8,10.8638
1318,26666193,98760,C1=CC(=CC2=C1C=CC3=C2N=CN3)O,Active,1,,,21.78,4.03455
1319,22405588,135521578,C1CCN(CC1)/N=C/C2=CNC3=C2C=C(C=C3)Br,Active,1,,,21.74,2.00528
1320,7973016,829964,CC1=CC(=NN1C2=NC(=CS2)C3=CC(=CC=C3)Cl)C,Active,1,,,21.74,2.65222
1321,26726519,2741159,CC1=CC=C(C=C1)N=NC2=C(NC3=C2C=C(C=C3)F)O,Active,1,,,21.74,2.50879
1322,49644590,3117357,C1=CC=C2C(=C1)C(=O)NC(N2)C3=CC=C(C=C3)Br,Active,1,,,21.74,2.09742
1323,49672727,8750809,COC1=CC(=C(C=C1)OC)C2=CSC(=N2)C3=CC=CS3,Active,1,,,21.69,4.16053
1324,4245852,2786572,CN1C2=CC=CC=C2C3=C(C1=O)N=C(O3)C4=CC=CC=C4,Active,1,,,21.68,3.33082
1325,14736501,799827,COC1=C2C(=O)C=C(OC2=C(C3=C1C=CO3)OC)C(F)(F)F,Active,1,,,21.68,3.67608
1326,49649577,5731702,COC1=CC=CC(=C1)/C=C/C2=NC3=C(C=CC=C3O)C=C2,Active,1,,,21.67,7.78838
1327,17387320,9564899,COC1=CC=C(C=C1)C(=O)N/N=C/C2=NC3=C(C=CC=C3OCC4=CC=CC=C4)C=C2,Active,1,,,21.67,3.09408
1328,14734338,4310916,C1CC2=C(C3=CC=CC=C31)NC(=O)NC2C4=CC=CC=C4,Active,1,,,21.62,3.66492
1329,17515205,737197,C1=CC2=C(C=C1Cl)SC(=N2)NN,Active,1,,,21.6,9.31689
1330,860390,661684,CC1=CC(=C(C(=O)N1CC(=O)C2=CC=CC=C2)C#N)C,Active,1,,,21.58,5.71448
1331,22404682,1225439,CC1=CSC(=N1)NC(=S)NC2=CC(=CC=C2)Cl,Active,1,,,21.55,1.10929
1332,22403386,4057628,CC1=CC(=CC=C1)NN=C2C3=CC=CC=C3C4=CC=CC=C42,Active,1,,,21.55,2.79113
1333,56322814,4411373,COC1=CC2=C(C=C1)N=C(S2)NC(=O)CSC3=NNC(=N3)N,Active,1,,,21.54,3.97725
1334,17513068,4370425,CC1=CC=C(C=C1)NC2=NC(=C(C(=N2)N3CCOCC3)[N+](=O)[O-])N,Active,1,,,21.53,1.30282
1335,17406782,9564959,COCC(=O)N/N=C/C1=CC=C(O1)SC2=NC3=CC=CC=C3S2,Active,1,,,21.52,4.28818
1336,17432238,9556675,C1OC2=C(O1)C=C(C=C2)/C=N/NC(=O)C3=CC=C(O3)Br,Active,1,,,21.52,5.63724
1337,49676762,16239233,C1=CN(C=N1)CCCNC(=O)C2=CC(=CC(=C2)Cl)Cl.Cl,Active,1,,,21.5,2.7254
1338,17514671,3774350,CC1=C(C=C(C=C1)NC2=NC(=C(C(=N2)N3CCOCC3)[N+](=O)[O-])N)C,Active,1,,,21.48,5.16719
1339,47199597,924714,CC1=CC2=C(C=C1)N=C(N2)C3=CC=NC=C3,Active,1,,,21.47,4.81373
1340,14720850,725692,C1=CC=C(C=C1)NC(=O)C2=CC3=CC=CC=C3O2,Active,1,,,21.44,9.54536
1341,7970847,4053250,COC1=CC=CC(=C1)C(=O)NC2=C(OC3=CC=CC=C32)C(=O)N,Active,1,,,21.38,0.607732
1342,49648984,3777574,C1=CC=C2C(=C1)C(C(=O)N2)C3=C(C=C(C=N3)C(F)(F)F)Cl,Active,1,,,21.36,1.73956
1343,49647153,854709,CC1=CC(=O)OC2=C1C=CC(=C2)OCCC3=CC=CC=C3,Active,1,,,21.35,4.15209
1344,17385750,5189435,COC1=CC=C(C=C1)C2=NN(C(C2)C3=CC=CC=C3)C(C#N)C4=CC(=C(C=C4)OC)OC,Active,1,,,21.31,6.79283
1345,49665476,773237,CC1=C(C(=O)N(N1)C(=S)N)N=NC2=CC=CC(=C2)C(F)(F)F,Active,1,,,21.3,6.85441
1346,24824364,3257755,C1=CC(=CC=C1C2=CN3C=C(C=CC3=N2)C(=O)NN)Br,Active,1,,,21.3,4.27779
1347,17510183,9670043,CC1=CC=C(O1)C(=O)N/N=C/C2=CC3=C(C=C2)OCO3,Active,1,,,21.29,2.62285
1348,14734508,807212,C1=CC=C(C=C1)OCCN2C(=O)C3=CC=CC=C3C2=O,Active,1,,,21.28,3.1453
1349,22404314,2290638,CCOC(=O)CC1=C(N2C(=C(C=N2)C3=CC(=CC=C3)Br)N=C1C)C,Active,1,,,21.27,5.61131
1350,4241014,3236041,CCN1CCN(CC1)C2=NC=C(C3=CC=CC=C32)C(=O)NC4=C(C=C(C=C4)F)F,Active,1,,,21.26,2.20199
1351,24817902,9621753,CC1=CC(=C(N1C2=NC=CN=C2)C)/C=N/NC(=O)C3=CC=CS3,Active,1,,,21.26,9.16602
1352,17431559,11979285,CCNC(=S)N1CCC(CC1)C2=NC3=C(N2)C=C(C(=C3)C)C.C(=O)(C(=O)O)O,Active,1,,,21.25,2.75141
1353,4255597,1245473,CC1=C(OC2=CC=CC=C12)C(=O)NC3=CC=CC=N3,Active,1,,,21.23,2.97624
1354,24822824,5821124,CN1C=C(C2=CC=CC=C21)/C=N\NC(=O)C3=CC=CS3,Active,1,,,21.15,1.78721
1355,863172,6603223,COC1=CC=CC=C1NC2=NC=NC3=C2OC4=CC=CC=C43.Cl,Active,1,,,21.15,6.10678
1356,7964941,5307316,C1CCN(CC1)C(=O)NCCN2C(=O)C3C4CC(C3C2=O)C=C4,Active,1,,,21.15,3.11188
1357,4248944,5771437,C1=CC=C2C(=C1)C3=NC4=C(C=CC(=C4)F)N=C3N2,Active,1,,,21.15,3.21069
1358,14724004,36851,C1=CC=C(C(=C1)C(=O)NC2=NC=C(C=C2)Cl)F,Active,1,,,21.11,6.87538
1359,14743833,5146797,CC1=CC(=C2C(=C1)SC3=NC(NC(=O)N23)(C4=CC=CC=C4)C(F)(F)F)C,Active,1,,,21.05,5.37766
1360,17512117,5766174,C1=CC=C2C(=C1)C(=O)N(C(=N2)/C=C/C3=CC(=CC=C3)[N+](=O)[O-])CCO,Active,1,,,21.03,3.67478
1361,46500467,23640920,CN1C=CC2=C1C=CC(=C2)NC(=O)NC3=CN=CC=C3.O.Cl,Active,1,,,21.03,7.734
1362,26725562,16745783,CC1=CC(=NO1)C(=O)NC2=CC(=CC(=C2)C(=O)NC3=CC=CC(=C3)C(F)(F)F)OC,Active,1,,,21.02,3.08898
1363,4261208,938026,CC1=CC2=NN(N=C2C=C1N)C3=CC=CC4=CC=CC=C43,Active,1,,,21.02,5.44549
1364,49665070,6878216,CCOC1=C(C=C(C=C1)/C=N/NC(=O)C2=CC3=C(N2)C=C(C=C3OC)OC)OC,Active,1,,,21.01,2.71849
1365,49647814,3541811,COC1=CC=CC=C1NC2=NC(=NC(=C2[N+](=O)[O-])N)NCC=C,Active,1,,,20.97,2.57586
1366,57269175,4610339,COC1=C(C=C(C=C1)NC(=O)C2=CN=C(C=C2)Cl)S(=O)(=O)N3CCOCC3,Active,1,,,20.94,1.22357
1367,51085601,18572142,CC(=O)NC1=CC=C(C=C1)NC(=O)CSC2=NC=C(C(=O)N2C)C(=O)NC3=CC=C(C=C3)F,Active,1,,,20.94,4.40924
1368,843884,6603329,C1CN2C3=CC=CC=C3N(C2=N1)CC(=O)C4=CC=C(C=C4)Br.Br,Active,1,,,20.93,3.00052
1369,4262845,2946020,C1CC(OC1)CNS(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=CC4=C(C=C3)OCO4,Active,1,,,20.91,2.6879
1370,24793545,884879,C1=CC=C(C(=C1)C(=O)NC(=S)NC2=CC=CC=C2O)Cl,Active,1,,,20.88,5.49604
1371,7976621,5310837,CC1=CC(=CC2=C1C(=O)C(=CO2)C3=NC(=CS3)C)O,Active,1,,,20.88,1.94564
1372,24830420,1547874,CC(C)C(=O)NC1=NN=C(S1)NC(=S)NC2=CC=CC=C2,Active,1,,,20.87,8.9902
1373,47204522,5299020,CC1=NC(=CS1)C2=CC=C(C=C2)C(=O)NC3=CC(=C(C=C3OC)Cl)OC,Active,1,,,20.85,3.18423
1374,856901,658255,CC1=CC(=NC(=N1)NC2=NC(=C3C=CC(=CC3=N2)OC)C)C,Active,1,,,20.81,0.43397
1375,843119,645398,CC1=CC(=C(C=C1)O)NC(=O)C2=CC(=CC=C2)NC(=O)C3=CC=CO3,Active,1,,,20.8,4.47784
1376,14725930,973018,CC1=NC(=CC=C1)NC2=NC(=CS2)C3=CC=CS3,Active,1,,,20.79,4.99766
1377,17431527,865887,CC1=CC2=NC(=C(C=C2C=C1)C=C(C#N)C#N)Cl,Active,1,,,20.76,4.30196
1378,846510,648902,CC1=CC(=NO1)NC(=O)CCC(=O)N(C2=CC=C(C=C2)F)C(C3=CC=NC=C3)C(=O)NC4CCCC4,Active,1,,,20.72,1.98225
1379,14718830,1555760,C1=CC=C(C=C1)/C=C\C(=O)NC2=NC=CS2,Active,1,,,20.72,1.69211
1380,24823611,741426,C1OC2=C(O1)C=C(C=C2)C(=O)N=NC3=C(NC4=CC=CC=C43)O,Active,1,,,20.7,4.80631
1381,24816626,5337698,C1=CC=C(C=C1)C2=CC=C(O2)/C=N/NC(=S)N,Active,1,,,20.7,3.63555
1382,17410187,11958823,CC1=C(SC(=N1)NC(=O)C2=CC=CO2)C3=CSC(=N3)NC4=C(C=CC(=C4)Cl)OC,Active,1,,,20.64,2.68314
1383,26663083,5930260,C1C/C(=N\NC2=CC=C(C=C2)Br)/C(=O)NC1,Active,1,,,20.63,11.0571
1384,17514060,9638528,C1=CC=C2C(=C1)C=C(C(=N2)Cl)/C=N/NC3=NC4=CC=CC=C4N3,Active,1,,,20.63,2.58609
1385,14730163,2768851,C1CC2=C(C1)NN=C2C3=CC(=C(C=C3)Cl)Cl,Active,1,,,20.62,6.02056
1386,49640686,739812,CN1C(=C(C=N1)[N+](=O)[O-])C(=O)NC2=CC(=CC=C2)Cl,Active,1,,,20.61,9.44418
1387,17506429,737888,CCC(=O)NC1=CC=CC(=C1)C2=CSC(=N2)C3=CC=CC=C3,Active,1,,,20.58,3.46991
1388,17511686,948493,CN1C=NC(=C1OC2=CC=CC3=CC=CC=C32)[N+](=O)[O-],Active,1,,,20.58,6.0956
1389,24817633,1480841,CC1=CC=C(C=C1)N2C(=C(C=N2)Cl)C(=O)NC3CC3,Active,1,,,20.57,6.23992
1390,17401346,6414449,CC1CN(CC(N1)C)C2=C(N=NC(=N2)C3=CC=C(C=C3)Br)C4=CC=CC=C4,Active,1,,,20.53,5.85804
1391,7971165,756649,COC1=C(C=C(C=C1)NC2=NC=NC3=C2NC=N3)OC,Active,1,,,20.52,5.06409
1392,865121,666371,COC1=CC=CC=C1NC(=O)C2=C(C3=C(S2)N=C(C=C3)C4=CC=CO4)N,Active,1,,,20.52,6.0282
1393,22403913,135447315,COC1=CC(=C(C=C1)N=CC2=C(CC(CC2=O)C3=CC=CC=C3)O)OC,Active,1,,,20.51,0.807261
1394,56323292,24687012,C1=CSC(=C1)C(=O)NC2=C(C=CC(=C2)Cl)N3C=NC=N3,Active,1,,,20.5,2.39669
1395,56316815,24979613,C1CN2C(=C3C=CC=CC3=[N+]2[O-])C(=N1)C4=CC(=C(C(=C4)Cl)N)Cl,Active,1,,,20.5,7.04155
1396,863809,665062,CN1C2=C(C=C(C=C2)Br)N=C1C3=CC=C(O3)Br,Active,1,,,20.49,3.46954
1397,49669713,1315659,CCN1C(=C(C=N1)Br)C(=O)NC2=CC=C(C=C2)OC(F)(F)F,Active,1,,,20.48,3.80444
1398,49817354,135550914,C1=CC=C(C=C1)/C(=N/N=C/C2=C(NC(=O)S2)[N+]3=CC4=CC=CC=C4C=C3)/[O-],Active,1,,,20.45,5.22889
1399,17515057,135517179,C1=CC=C(C=C1)N=C2/C(=C/C3=CC=CO3)/SC(=O)N2,Active,1,,,20.45,5.96104
1400,14744013,2337553,C1C2=CC=CC=C2C(=NC(=O)C3=CC=CS3)N=C4N1C=C(C=C4)Br,Active,1,,,20.44,2.25601
1401,49666376,5177926,COC1=CC=CC=C1NC(=O)C2=CC(=C(C=C2)N3C=CN=C3)[N+](=O)[O-],Active,1,,,20.43,1.20552
1402,17401920,7473462,C1C2=C(C3=CC=CC=C3O1)SC(=C2)C(=O)NC4=NC=CS4,Active,1,,,20.34,2.48709
1403,860665,661942,C1=CC=C(C=C1)C2=NC3=NC4=CC=CC=C4N=C3N2CC5=CC=CO5,Active,1,,,20.33,1.79545
1404,7974478,761228,CC1=NC(=CC=C1)NC(=O)C2=NC3=CC=CC=C3C=C2,Active,1,,,20.33,3.05183
1405,14737540,6619226,CC1=CC=C(C=C1)NC(=O)C2=NOC3=C2CCC4=CC=CC=C43,Active,1,,,20.3,0.812351
1406,14732984,9550341,CCC1=CC=C(S1)S(=O)(=O)NC2=CC=C(C=C2)C3=NC4=C(S3)N=CC=C4,Active,1,,,20.28,0.78595
1407,14718841,693013,COC1=CC(=C(C=C1NC(=O)C2=CC=C(C=C2)F)OC)Cl,Active,1,,,20.25,2.30123
1408,24839865,2125753,C1CC1C2=NN=C(S2)NC(=O)CC3=CNC4=CC=CC=C43,Active,1,,,20.25,3.19582
1409,24826904,3568743,CC1=C(C(=NN1)C)N=NC2=CC=C(C=C2)Br,Active,1,,,20.24,7.22378
1410,49641697,24746824,C1=CC=C2C(=C1)N=C(N2CC(=O)C3=C(C=C(C=C3)Cl)Cl)NCCCO.Cl,Active,1,,,20.24,5.29878
1411,49665234,921224,COC1=CC=C(C=C1)NC(=O)C2=CC(=O)NC3=CC=CC=C32,Active,1,,,20.23,5.97783
1412,24793933,5150753,C1=CC=C(C=C1)C2=NC(=NO2)C3=CC=C(O3)Br,Active,1,,,20.23,1.07084
1413,14736781,739328,C1=CC=C(C=C1)C2=CC(=C(O2)S)C=NC3=CC=CC=C3,Active,1,,,20.17,4.16449
1414,7970937,5310351,CC1=CC(=CC=C1)N2C3=NC(=NC(=C3NC2=O)C(=O)N)C4=C(C=C(C=C4)OC)OC,Active,1,,,20.16,3.13279
1415,17432990,135425046,C1=CC=C(C=C1)C2=C(C=NN2)/C=N/NC(=O)CNC(=O)C3=CC=CC=C3,Active,1,,,20.09,3.85439
1416,14733414,4162441,CC1=C(SC2=NC=NC(=C12)N3CCC4=CC=CC=C4C3)C(=O)NCCCOC,Active,1,,,20.08,5.5669
1417,24803180,774490,CC(=O)NC1=CC=CC(=C1)C2=NC3=CC=CC=C3S2,Active,1,,,20.08,4.65662
1418,26661517,2032826,C1COCCN1CC2=CC=C(C=C2)NC(=S)NC(=O)C3=CC=C(O3)C4=CC(=CC=C4)Cl,Active,1,,,20.07,5.40659
1419,3715666,2999309,CN(C)C1=CC=CC(=C1)C(=O)N2C=C(C=N2)C(=O)C3=C(C=CC(=C3)F)O,Active,1,,,20.04,5.69372
1420,14728653,4276699,C1=CC(=CC(=C1)F)NC(=O)C2=CC=C(O2)Br,Active,1,,,20.03,5.04884
1421,17407393,11958616,CC1=C(SC(=N1)NC(=O)CC(C)C)C2=CSC(=N2)NC3=CC=C(C=C3)Cl,Active,1,,,20,2.21892
1422,7968302,712041,CC1=CC(=NC(=C1C#N)NC2=CC(=C(C=C2)OC)OC)C,Active,1,,,19.99,2.24327
1423,17506288,784221,C1=CC(=C(C=C1NCC2=C(C=CC(=C2)Cl)[N+](=O)[O-])F)F,Active,1,,,19.99,1.54739
1424,14746854,2460037,COC1=CC(=CC(=C1)C(=O)NC2=NCCS2)OC,Active,1,,,19.95,9.016
1425,14728276,4369910,CCC1=NN=C(C(N1O)C2=CNC3=CC=CC=C32)C4=CC=C(C=C4)F,Active,1,,,19.95,8.40066
1426,17513962,2020179,CN1C=C(C2=CC=CC=C21)/C=C\3/C(=O)N(C(=O)S3)C4=CC=CC=C4,Active,1,,,19.88,2.06947
1427,4259258,2866410,CC1=C(SC(=N1)N)C2=CSC(=N2)NC3=CC=CC=C3,Active,1,,,19.87,2.16867
1428,17515111,4207510,CC1=C2C(=CC=C1)SC(=N2)NNC(=O)C3COC4=CC=CC=C4O3,Active,1,,,19.82,3.19276
1429,14719381,1130518,CC1=C(C(=O)C2=C(O1)C=C(C=C2)OC(=O)C3=CC=CO3)C4=NC5=CC=CC=C5N4C,Active,1,,,19.79,4.59822
1430,14741016,1869593,CC1=CC(=NC(=C1C#N)OCC(=O)C2=CC=C(C=C2)Br)C,Active,1,,,19.78,8.84238
1431,26670794,5823222,CC1=CN2C(=C(C(=O)N=C2S1)/C=C/3\C=NC4=CC=CC=C43)N,Active,1,,,19.77,0.261662
1432,851825,654428,C1CC2=C(C3=CC=CC=C31)N=C(S2)NC(=O)C4=CC=CS4,Active,1,,,19.71,0.0503742
1433,843032,645307,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C4=NN=CN24,Active,1,,,19.71,1.65271
1434,47200556,790714,CC1=CC=C(C=C1)NC(=O)NC2=CN=CC=C2,Active,1,,,19.7,11.0763
1435,22410307,4835043,CC1=CC(=C(C=C1)OC)NC(=O)C(C2=CC=CC=C2)OC(=O)CNC(=O)C3=CC=C(C=C3)OC4=CC=CC=C4,Active,1,,,19.65,2.83821
1436,49645067,772617,CC1=CC(=NC2=CC=CC=C12)N3CCN(CC3)C4=CC=CC=C4,Active,1,,,19.59,7.48341
1437,57268664,9085542,CC1=C(OC2=C1C=C(C=C2)F)C(=O)NC3=CC4=C(C=C3)N=C(S4)C,Active,1,,,19.59,3.87944
1438,22415243,804641,C1=CC=C(C=C1)OC2=CC=CC=C2NC(=O)C3=CC=CC=C3F,Active,1,,,19.58,6.12084
1439,17432889,1032969,C1CC2=CC=CC=C2N(C1)C(=S)NC(=O)C3=CC=C(C=C3)Br,Active,1,,,19.57,8.44962
1440,56463774,65752,C1CN2C(=NC3=CC=CC=C3C2=O)C4=C1C5=CC=CC=C5N4,Active,1,,,19.55,2.17003
1441,49729056,574801,CN1CCN(CC1)CC(=O)NC2=C(OC3=CC=CC=C32)C(=O)C4=CC=CC=C4,Active,1,,,19.53,5.51882
1442,17506975,5407232,CC1=CC=C(C=C1)/C(=N\NC(=O)NC2=CC=CC=C2)/C,Active,1,,,19.5,6.27994
1443,57264464,4775373,CC1=CN=C(S1)N2C(=O)C3=CC=CC=C3NC2=S,Active,1,,,19.47,2.88984
1444,4250713,3244482,CCOC1=C(C=CC=N1)C(=O)NC2=CC=C(C=C2)Cl,Active,1,,,19.43,5.7568
1445,14732965,5204148,CC1=C2C(=C(C=C1)OC)N=C(S2)NC(=O)C3=COCCO3,Active,1,,,19.43,5.17605
1446,47203420,723505,CC1=CC(=NC(=N1)NC2=CC=CC3=CC=CC=C32)C,Active,1,,,19.43,4.9626
1447,49666175,1485416,CNC(=S)NC1=CC=CC(=C1)C2=NC3=CC=CC=C3N=C2,Active,1,,,19.38,2.73056
1448,49731504,4411059,CC1=C(C=CC(=C1)Br)NC(=O)C2=C(C3=C(N=CN=C3S2)N4CCN(CC4)C5=CC=CC=N5)C,Active,1,,,19.38,5.44357
1449,24779439,135492118,C1=CC=C(C=C1)N2C(=C3C(=NC2=O)C(=O)NC(=N3)C4=CC=CC=C4Cl)N,Active,1,,,19.34,4.32778
1450,47194435,673490,C1CC1C(=O)NC2=NC3=C(S2)C=C(C=C3)Cl,Active,1,,,19.33,5.63298
1451,57261405,555237,C1=CC=C(C=C1)N2C(=C3C=CC(=CC3=[N+]2[O-])[N+](=O)[O-])C#N,Active,1,,,19.33,2.77101
1452,857802,135426496,COCC1=CC(=O)NC(=N1)NC2=NC3=CC=CC=C3O2,Active,1,,,19.32,2.72618
1453,845346,647689,CC1=C(OC2=CC=CC=C12)C(=O)NC3=CC=C(C=C3)N4CCOCC4,Active,1,,,19.3,4.42791
1454,22405132,135490425,CC1=CC(=CC=C1)NC(=S)N/N=C/C2=CNC3=CC=CC=C32,Active,1,,,19.29,1.57938
1455,26726178,9557418,CN1C=C(C2=CC=CC=C21)C(=O)N/N=C/C3=CC(=CC=C3)[N+](=O)[O-],Active,1,,,19.26,4.31595
1456,49666335,717647,C1=CC(=CC=C1C2=CN3C=C(C=CC3=N2)Cl)Cl,Active,1,,,19.23,2.62136
1457,22402159,7110084,C1OC2=C(O1)C=C3C(=C2)N=C(S3)NC4=NC5=C(S4)C=C(C=C5)F,Active,1,,,19.21,3.69683
1458,17432031,2208803,C1OC2=C(O1)C=C(C=C2)C(=O)NC3=CC(=C(C=C3)Cl)C4=NC5=CC=CC=C5N4,Active,1,,,19.2,7.92102
1459,47200384,5297899,C1C(C1(Cl)Cl)C2=CC=C(C=C2)NC(=O)C3=CC(=CC=C3)[N+](=O)[O-],Active,1,,,19.19,5.78421
1460,49644370,2877640,CC1=C(SC(=N1)C)C2=CSC(=N2)NC3=CC=C(C=C3)N.Br,Active,1,,,19.19,3.88196
1461,14727156,942367,CCC1=CC=C(C=C1)C(=O)CN(C#N)C2=NC(=CC(=N2)C)C,Active,1,,,19.15,4.42794
1462,4260344,752705,C1=CC=C(C=C1)C2=NOC(=N2)C3=CC=C(O3)Br,Active,1,,,19.14,3.56904
1463,85146637,44142495,CN(C)C1=CC=C(C=C1)C2=C(C3=C(S2)C=CC(=C3)OC)C#CCCO,Active,1,,,19.13,4.36292
1464,47201604,3175670,CC(C)CNC(=S)N(CCCO)CC1=CC2=CC3=C(C=C2NC1=O)OCO3,Active,1,,,19.11,6.15279
1465,26725663,6869897,C1=CC=C2C(=C1)C(=CN2)C(=O)N/N=C/C3=CC(=CC=C3)[N+](=O)[O-],Active,1,,,19.11,4.39607
1466,17514401,7164130,CNC(=O)C1=C(SC=C1)NC(=O)C2=C(C3=CC=CC=C3S2)Cl,Active,1,,,19.08,2.75007
1467,864380,665628,C1=CC2=C(C(=C1)Cl)C3=C(N2)C(=O)N(C=N3)CC4=CC=NC=C4,Active,1,,,19.07,4.98998
1468,49678617,3216478,CC1=CC2=C(C=C1)N(C3=C2N=NC(=N3)SCC(=O)NC4CC4)C,Active,1,,,19.06,6.74175
1469,858873,660179,COC(=O)C1=C(C2=CC=CC=C2N1)NC(=O)OC3=CC=CC=C3,Active,1,,,19.05,1.97807
1470,24825504,9651078,C/C(=N\NC(=S)NCC=C)/C1=CC=C(C=C1)N2C=CN=C2,Active,1,,,19.05,3.96038
1471,49668269,2262658,CN1C(=O)/C(=C\C2=CC=CC=C2OCC3=CC=CC=C3)/SC1=S,Active,1,,,19.05,2.53425
1472,49647893,1838829,CCNC(=O)/C(=C/C1=C(N=C2C(=CC=CN2C1=O)C)N3CCN(CC3)C4=CC=CC=C4)/C#N,Active,1,,,19.04,4.94012
1473,4256074,1880472,CCOC(=O)C1=C(N(C2=C1C=C(C=C2)O)CCOC)C,Active,1,,,19.04,5.30341
