PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activation,Standard Deviation
RESULT_TYPE,,,,,,,,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Normalized percent activation of the primary screen at a compound concentration of 11.6 micromolar.,Standard deviation of the confirmation assay derived from the normalized percent inhibition of the triplicate data for each compound.
RESULT_UNIT,,,,,,,,PERCENT,NONE
RESULT_ATTR_CONC_MICROMOL,,,,,,,,11.6,
1097,24823985,136420,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C(=CC(=C3)OC)OC,Active,2,,,25.84,6.64367
1098,4246374,3240728,C1=CC=C2C(=C1)C(=O)N=C3N2NN=C3C4=CC=CC=C4F,Active,2,,,25.83,6.5033
1099,49822767,8035461,CCCC1=CC(=O)OC2=C1C(=CC(=C2)C)OCC(=O)NC3=CN=CC=C3,Active,2,,,25.83,3.19633
1100,17410012,11958801,CC1=C(SC(=N1)NC(=O)C2=CC=CO2)C3=CSC(=N3)NC4=C(C=C(C=C4)Cl)Cl,Active,2,,,25.82,3.30337
1101,26667903,644789,COC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C3=NN(N=N3)CC(=O)NCC4=CC=CO4,Active,2,,,25.82,4.56519
1102,4260455,135484673,CC1=NN(C2=C1C(=O)C=C(N2)C(F)(F)F)C3=CC=CC=C3,Active,2,,,25.8,4.99842
1103,24808122,1084411,C1=CC(=CC=C1C2=CC=C(O2)C(=O)NC3=NC=CS3)Cl,Active,2,,,25.78,5.76833
1104,14739314,5414982,C1=CC(=C(C(=C1)Cl)Cl)C2=CC=C(O2)/C=N\NC(=S)N,Active,2,,,25.76,3.58913
1105,24809096,684863,C1=CC(=CC=C1NC(=O)C2=CC3=NSN=C3C=C2)F,Active,2,,,25.74,5.01358
1106,26664189,9557417,C1=CC=C2C(=C1)C(=CN2)C(=O)N/N=C/C3=CC(=CS3)Br,Active,2,,,25.73,2.27851
1107,7971978,723044,C1=CC=C2C(=C1)C(=CC=N2)C3=NC4=CC=CC=C4N3,Active,2,,,25.7,2.22644
1108,3717771,2408437,CC1=NC(=NC=C1)N2C(=O)C3=CC=CC=C3S2,Active,2,,,25.67,7.09538
1109,863862,665115,C1=CC=C(C=C1)C2=NNC3=CC=CC=C3C2=O,Active,2,,,25.66,1.02875
1110,14718987,850802,CC1=C(SN=N1)C(=O)NC2=CC=C(C=C2)Cl,Active,2,,,25.63,6.18051
1111,17402979,4435430,CC1=C(SC(=N1)C2=CC=CC=N2)C(=O)NC3=C(C=C(C=C3)F)F,Active,2,,,25.56,2.50413
1112,49641334,972914,CC1=NC(=CC=C1)NC2=NC(=CS2)C3=CC=CC=C3,Active,2,,,25.54,0.415224
1113,4242444,3237302,C1OC2=C(O1)C=C(C=C2)C3=CC(=NC(=N3)NCC4=CC=CO4)C(F)(F)F,Active,2,,,25.53,2.69793
1114,85198199,25058379,C1=CC(=CN=C1)C2=NC=C3C=CC(=CC3=C2)F,Active,2,,,25.53,4.87532
1115,7968724,5309568,CC1=NOC(=C1Cl)C(=O)NC2=CC3=C(C=C2)OCO3,Active,2,,,25.52,6.49507
1116,17505306,9613210,CC1=C(C(=NN1C2=CC=CC=C2)C)/C=N/NC3=NC4=CC=CC=C4N3,Active,2,,,25.52,5.52981
1117,857656,135449565,CC1=CC(=O)NC(=N1)S/C=C/C2=CC=CC=C2,Active,2,,,25.51,5.10261
1118,49668886,5299229,C1=CC(=C(C=C1NC(=O)C2=CN=CS2)Cl)F,Active,2,,,25.51,15.2135
1119,17510188,608257,CC(C)(C=O)C1=CC(=O)C2=CC=CC=C2C1=O,Active,2,,,25.5,1.25635
1120,47202646,827882,CC1=C(C=C(C=C1)NCC2=NC3=CC=CC=C3N2C)C,Active,2,,,25.5,5.65508
1121,24826151,9629103,C/C(=N\N=C/1\N(C2=CC=CC=C2S1)C)/C3=CC=CC=N3,Active,2,,,25.5,5.62782
1122,49673659,2565115,CCOC1=CC2=C(C=C1)OC(=C2C)C(=O)NC3=CC4=C(C=C3)OCO4,Active,2,,,25.48,3.21684
1123,22401544,2115891,C1CC(C1)C(=O)NC2=NC(=C(S2)C3=CC=CO3)C4=CC=CO4,Active,2,,,25.47,11.8903
1124,14737405,9600290,COC1=C(C=C(C=C1)/C=N/NC2=C(C(=NS2)SC)C#N)OC,Active,2,,,25.47,6.70482
1125,24797018,903428,CC1=C(C=C(C=C1)[N+](=O)[O-])NC(=O)C2=CC3=C(C=C2)OCO3,Active,2,,,25.45,4.19885
1126,24791720,6908412,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=NC4=CC=CC=C4C(=C3)C(=O)N/N=C/C5=CC=C(O5)[N+](=O)[O-],Active,2,,,25.44,3.18837
1127,17407117,11958428,CC1=C(SC(=N1)NC(=O)CCC=C)C2=CSC(=N2)NC3=C(C=C(C=C3)Cl)Cl,Active,2,,,25.38,4.59466
1128,50085841,9568251,C1OC2=C(O1)C=C(C=C2)/C=N/NC(=O)C3=CC4=C(C=C3)OCO4,Active,2,,,25.37,2.40189
1129,7966808,4289349,CC(C)C(=O)NC1=C(OC2=CC=CC=C21)C(=O)C3=CC=C(C=C3)F,Active,2,,,25.36,2.49157
1130,49680725,6892615,C1=CC=C(C(=C1)/C=C/C=N/NC2=CC=C(C=C2)S(=O)(=O)N)[N+](=O)[O-],Active,2,,,25.36,4.69618
1131,17412592,5350804,CN1C=CC=C1/C=N/N2C(=NNC2=S)C3=CC=C(C=C3)Cl,Active,2,,,25.36,0.966991
1132,24794496,6464883,CC1=C(C=CC(=C1)OC)NC(=O)NC2=CC=C(C=C2)F,Active,2,,,25.35,3.7582
1133,24837678,9562786,C1COCCN1/N=C/C2=C3C=CC=CN3C(=N2)C4=CC=C(C=C4)Cl,Active,2,,,25.34,5.55793
1134,17504916,939148,C1=CC=C2C(=C1)C(=C(C2=O)C3=CC(=O)C4=CC=CC=C4N3)O,Active,2,,,25.33,2.89623
1135,22410036,6159932,C1=CC2=C(C(=C1)[N+](=O)[O-])N=C(C=C2)/C=C/C3=CC(=CC=C3)Br,Active,2,,,25.3,2.38685
1136,49666569,3638695,CC1=NN2C(=CC=NC2=C1Br)C3=CC=C(C=C3)F,Active,2,,,25.3,7.98119
1137,24807630,2807156,C1=CC=C2C(=C1)C(=O)NC(N2)C3=CC=C(C=C3)Cl,Active,2,,,25.27,2.88137
1138,49732299,24793087,CC1=C(C2=C(C=C1)C(=C(O2)C(=O)N3CCN(CC3)C4=NC=CN=C4)C)C,Active,2,,,25.27,3.08434
1139,47204318,822280,CC1=CC2=NN(N=C2C=C1N)C3=CC=C(C=C3)F,Active,2,,,25.27,3.3852
1140,17402590,5524513,C1=CC=C(C=C1)/C=N\NC(=O)C2=C(C=CS2)N3C=CC=C3,Active,2,,,25.2,3.92998
1141,22413503,135401403,C/C(=N\O)/C(=N/O)/C(=O)NC1=CC=CC=C1OC,Active,2,,,25.2,6.11076
1142,24829199,2083068,CN1C=CSC1=NC(=O)C2=CC=C(C=C2)Cl,Active,2,,,25.19,5.4999
1143,22413559,9622684,COC1=C(C(=CC(=C1)/C=N/NC(=O)N)Br)OCC=C,Active,2,,,25.17,6.53763
1144,4246386,3240740,CC1=C(N=CO1)C(=O)NC2=CC=C(C=C2)Cl,Active,2,,,25.12,5.93455
1145,17504625,5766715,C1=CC=C(C=C1)CN2C=C(C3=CC=CC=C32)/C=C\4/C(=O)N=C(S4)N,Active,2,,,25.12,1.31128
1146,17410583,5523557,CN(C)C(=C(C#N)C#N)/C=C/NC1=CC=C(C=C1)C#N,Active,2,,,25.12,9.91195
1147,14727363,302174,C1=CC=C2C(=C1)C3=CC=CC=C3C4=C2NC(=N4)C5=CC=CS5,Active,2,,,25.1,3.43381
1148,14720835,822515,C1CCC2=C(C1)C(=CS2)C(=O)NC3=NC=CS3,Active,2,,,25.03,3.40817
1149,49649499,718328,C1=CC=NC(=C1)C2=NC(=NO2)C3=CC=C(O3)Br,Active,2,,,25.03,3.13615
1150,17505643,6860689,CC1=C(SC=C1)/C=N/N2C(=NNC2=S)C3=NNC(=C3)C,Active,2,,,25.02,1.12657
1151,22410305,2535143,C1=CC=C(C=C1)C2=CSC3=C2C(=NC(=N3)C4=CC=CC=N4)Cl,Active,2,,,25.01,2.76277
1152,14732146,915367,CC1=CC(=CC=C1)N2C(=O)CN=C2NC3=NC(=CC(=N3)C)C,Active,2,,,24.99,6.87163
1153,14730306,1488442,C1=CC(=CN=C1)C2=NC(=CS2)C3=C(C=CS3)Cl,Active,2,,,24.97,3.3587
1154,46500087,23640812,C#CC1=CC2=C(C=C1)N3C(=C4C=CC=CC4=N3)OC2,Active,2,,,24.96,4.93789
1155,17403012,6404516,CN(C)C1=C(N=NC(=N1)C2=CC=CC=C2)C(F)(F)F,Active,2,,,24.96,8.89996
1156,26725566,16745787,C1=CC(=CC(=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)C3=CSC(=N3)NC4=CC=C(C=C4)Cl,Active,2,,,24.95,4.26767
1157,24822475,1970388,C1=CC2=C3N=C(NN3C(=S)N=C2C=C1)C4=CN=CC=C4,Active,2,,,24.91,2.45555
1158,17508209,3118906,CC1=C(C=CC(=C1)N)N=NC2=C(N(N(C2=O)C3=CC=CC=C3)C)C,Active,2,,,24.89,9.37799
1159,14725094,768286,CCOC1=CC=CC=C1NC(=O)C2=CN=CC=C2,Active,2,,,24.87,13.9389
1160,863980,665235,CC1=CC2=CC3=C(N=C2C=C1)N(N=C3NC(=O)C4=CN=CC=C4)C,Active,2,,,24.87,11.8529
1161,3716010,2999437,C1=CC=C2C(=C1)C(=O)N(C2=O)CCC(=O)NC3=CC=C(C=C3)C4=CN5C=CSC5=N4,Active,2,,,24.85,3.36343
1162,24785507,690307,COC1=CC=CC(=C1)NC(=O)/C=C/C2=CC=C(C=C2)[N+](=O)[O-],Active,2,,,24.84,3.91313
1163,85198217,25058391,C1OC2=C(O1)C=C3C=NC(=CC3=C2)C4=CSC=C4,Active,2,,,24.84,1.13123
1164,49730580,20861992,CCN1C2=CC=CC=C2C(=CC1=O)OCC(=O)NC3CC3,Active,2,,,24.82,4.16797
1165,49666208,1474861,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC4=C(C=C3)OCO4)OC,Active,2,,,24.82,2.94016
1166,17505912,4323286,CC1(CC2=C(CO1)C3=NN=C(N3C(=N2)C4=CC=CC=C4)SCC(=O)NC5=CC=C(C=C5)OC)C,Active,2,,,24.79,3.87684
1167,22402329,15944883,CC1=CC(=C2C(=C1)N=C(S2)NNC(=O)C3COC4=CC=CC=C4O3)C,Active,2,,,24.79,5.48743
1168,17409773,2766428,COC(=O)C1=C(C=CS1)C2=CC=C(O2)C(=O)NC3=CC(=CC=C3)Cl,Active,2,,,24.73,3.42629
1169,4264182,1225746,C1OC2=C(O1)C=C(C=C2)NC(=O)C3=CC=C(S3)Br,Active,2,,,24.7,7.18454
1170,47196146,4289953,C1=CC=C2C(=C1)C(=O)N(C(N2)C3=CC=C(S3)Br)O,Active,2,,,24.68,4.13645
1171,4249050,3243054,CCN1C2=CC=CC=C2C(=CC1=O)OCC(=O)NCC3=CC=C(O3)C,Active,2,,,24.67,3.7966
1172,4246249,3240627,C1OC2=C(O1)C=C(C=C2)C3NC4=CC=CC=C4C(=O)N3O,Active,2,,,24.67,6.6415
1173,26671667,3516456,C1=CC(=CC=C1NC2=NC(=C(C(=N2)NCCO)[N+](=O)[O-])N)Cl,Active,2,,,24.65,13.3959
1174,14735966,755079,C1=CC=C2C(=C1)C=CC3=C2OC(=CC3=O)C4=CC=CO4,Active,2,,,24.62,3.08702
1175,49829189,1882313,C#CCN1C2=CC=CC=C2C(=C1O)N=NC(=O)CNC(=O)C3=CN=CC=C3,Active,2,,,24.51,7.49929
1176,22400651,850811,CCCC1=NN(C(=C1Cl)C(=O)NC2=CC=C(C=C2)Cl)C,Active,2,,,24.5,0.374964
1177,7969768,2148465,CN1C(=CC(=O)N(C1=O)C)NC(=O)CCC2=CC=CC=C2,Active,2,,,24.48,11.3803
1178,24808335,2897092,C1OC2=C(O1)C=C(C=C2)NC(=O)CC3C(=O)NC4=CC=CC=C4N3,Active,2,,,24.46,3.97062
1179,74373965,965333,CC1=CC(=CC=C1)NC(=O)C2=C(NC=N2)C(=O)NC,Active,2,,,24.42,5.6126
1180,17433094,807484,C1CCC(=CC1)CCN2C(=O)C3=CC=CC=C3NC2=S,Active,2,,,24.42,5.34862
1181,14726800,854225,C1=CC=C(C=C1)C(=O)C2=C(C3=CC=CC=C3O2)N,Active,2,,,24.41,2.57168
1182,14746041,5340769,C/C(=N\NC(=O)C1=CNC2=CC=CC=C21)/C3=CC=CO3,Active,2,,,24.39,4.95723
1183,22409915,4264794,CCOC(=O)C1=CC2=C(C=C1)N3C=CN=C3C(=N2)C4=CC=C(C=C4)F,Active,2,,,24.38,6.72213
1184,14728237,852704,CC1=CC(=C2C(=C(OC2=C1)C(=O)NCC3=CC=NC=C3)C)C,Active,2,,,24.37,3.01537
1185,47204632,17332195,C1=CC=NC(=C1)CNCC2=CC=C(O2)C3=CC(=CC=C3)Cl.Cl,Active,2,,,24.33,6.81029
1186,4257174,2941457,COC1=C(C=C2C(=C1)C3=CC=CC=C3O2)NC(=O)C4=CC5=C(C=C4)OCO5,Active,2,,,24.32,5.54932
1187,4265847,1245304,CC1=C(SC(=C1C(=O)N)NC(=O)C2=CC=C(S2)Cl)C,Active,2,,,24.31,6.69375
1188,17412800,735720,CC1=CC(=C(C=C1)C2=CSC(=N2)C3=CNC4=CC=CC=C43)C,Active,2,,,24.27,3.73478
1189,49729297,24792637,CC1=CC(=CC=C1)C2=C(C3=CC=CC=C3O2)C#CCCO,Active,2,,,24.25,2.74951
1190,49649244,675402,CC1=CC(=NC2=C(C=NN12)C3=CC(=CC=C3)Br)C,Active,2,,,24.24,9.49671
1191,14724472,2865571,C1=CC=C(C=C1)CCN2C(=O)C3=CC=CC=C3C2(C4=NC=CN4)O,Active,2,,,24.22,3.25643
1192,24803727,56642866,CC1=NN=C(N1N)N/N=C/C2=CC=C(O2)C3=CC=CC=C3F.Cl,Active,2,,,24.22,8.82194
1193,853687,656347,CC1=NC2=C(C(=N1)N3CCOCC3)OC4=CC=CC=C42,Active,2,,,24.21,4.12678
1194,49725463,823562,C1OC2=C(O1)C=C(C=C2)NC(=O)C3=CC=CC=C3,Active,2,,,24.17,6.22352
1195,49641045,712900,C1CC2=C(C1)SC(=C2C(=O)N)NC(=O)C3=CC=CC=C3,Active,2,,,24.14,4.47152
1196,24782270,3167738,C1=CC=C(C=C1)C2=NC3=C(C=C(C=C3)F)C(=N2)SCCO,Active,2,,,24.08,1.47802
1197,24806297,5331621,CC/C(=N\NC(=S)NC1=CC=CC(=C1)C)/C2=CC=CC=C2,Active,2,,,24.08,0.753298
1198,47193797,16725166,C1=CC=C(C(=C1)C#CC2=CC3=C(C=C2)NC=C3)N,Active,2,,,24.06,1.51686
1199,852654,655290,C1OC2=C(O1)C=C(C=C2)C3=NN=C(O3)SCC4=CC=NC=C4,Active,2,,,24.06,3.45825
1200,7970169,5310149,COC1=C2C(=C(C=C1)OC)SC(=N2)NC(=O)CCS(=O)(=O)C3=CC=CC=C3,Active,2,,,24.04,0.740149
1201,49666434,1484439,CNC(=O)C1=CC2=C(S1)N(N=C2C3=CC=CC=C3)C,Active,2,,,24,4.98623
1202,3716091,761227,C1=CC=C2C(=C1)C=CC(=N2)C(=O)NC3=CC=CC=N3,Active,2,,,23.99,2.2789
1203,7978065,135410678,CCC1=C(C2=C(NC1=O)N(N=C2C)C3=CC=CC=C3)C,Active,2,,,23.99,8.87751
1204,49735243,23607665,COC1=CC=CC=C1NC(=O)C2CCCN(C2)C3=NC=CN=C3,Active,2,,,23.98,5.63751
1205,17386573,135490291,COC1=C(C=C(C=C1)C2=C(C=NN2)/C=N\NS(=O)(=O)C3=CC=CC=C3)OC,Active,2,,,23.95,4.29357
1206,22414296,1214954,C1C(=NN=C2N1C3=CC=CC=C3OC2)C4=CC=C(C=C4)Cl,Active,2,,,23.92,0.730516
1207,14734951,976767,C1OC2=C(O1)C=C(C=C2)C(=O)CSC3=NC4=CC=CC=C4C=C3,Active,2,,,23.9,4.29641
1208,859473,660774,CC1=NC2=CN=CC(=C2N1C)Br,Active,2,,,23.87,5.33401
1209,49672969,2552807,CN1C=CSC1=NC(=O)C2=CC=C(C=C2)OC(F)(F)F,Active,2,,,23.83,6.55663
1210,49664937,135745096,CC1=CC(=C(C(=O)O1)C(=O)/C=C/C2=C(C(=C(C(=C2F)F)F)F)F)O,Active,2,,,23.83,4.83327
1211,17506137,12004650,CC1=C(C(=NC(=C1[N+](=O)[O-])C)NCCC2=CC=C(C=C2)F)C#N.CC(=O)O,Active,2,,,23.83,2.87761
1212,17511450,12005522,C1CCC2=[N+](CC1)C(=NN2CC(=O)C3=CC=C(C=C3)Br)CNC4=CC=C(C=C4)Cl.[Br-],Active,2,,,23.79,8.47443
1213,49667054,921808,CC1=CC2=NN(N=C2C=C1N)C3=CC=C(C=C3)Cl,Active,2,,,23.67,2.81476
1214,4248711,3242757,CN1C2=C(C=C(S2)C(=O)NCCOC)C(=N1)C3=CC=CC=C3F,Active,2,,,23.65,3.72392
1215,848508,650957,CC(=O)N1CC=C2C(C1)C(C(C(=C2C#N)N)(C#N)C#N)CCC3=CC=CC=C3,Active,2,,,23.63,6.75051
1216,7972123,873523,CC1=C(C(=NC(=N1)C2=CC=CC=C2)NC(=O)C)C(=O)C,Active,2,,,23.61,1.26824
1217,24815900,16194781,C1CC(OC1)C(=O)NC2=C(OC3=CC=CC=C32)C(=O)NC4=CC(=C(C=C4)F)F,Active,2,,,23.59,6.90608
1218,49715880,6890771,CC1=CC=C(S1)/C=N/NC(=O)C2=NNC(=C2)C,Active,2,,,23.59,7.312
1219,17402705,5524515,C1=CN(C=C1)C2=C(SC=C2)C(=O)N/N=C\C3=CC=C(C=C3)Cl,Active,2,,,23.59,1.73733
1220,14743924,2501092,C1=CC=C(C=C1)C2=NNC(=N2)C3=CC=CC=N3,Active,2,,,23.58,4.63161
1221,22402966,9649360,CC1=CC2=C(C=C1)N=C(N=C2N/N=C/C3=CC(=CC=C3)[N+](=O)[O-])C(Cl)(Cl)Cl,Active,2,,,23.55,7.78588
1222,865798,667057,CCC1=NC2=C(C(=O)C3=CC=CC=C3O2)C(=O)N1C4=CC=CC=C4,Active,2,,,23.51,4.66432
1223,14735540,4162440,CCCCNC(=O)C1=C(C2=C(N=CN=C2S1)N3CCC4=CC=CC=C4C3)C,Active,2,,,23.5,6.41976
1224,17432225,1974506,COC1=CC(=CC(=C1)NC(=S)NC2=CN=CC=C2)OC,Active,2,,,23.49,0.244689
1225,14747011,2081675,C1OC2=C(O1)C=C(C=C2)NC(=O)C3=CN=C(C=C3)Cl,Active,2,,,23.46,2.87012
1226,24790417,9594908,CC1=CC2=C(C=C1)N=C(C=C2C)N/N=C/C3=CC=CO3,Active,2,,,23.44,3.18385
1227,49669811,2168741,CCN1C(=C(C=N1)Br)C(=O)NC2=CC=CC=C2C(F)(F)F,Active,2,,,23.43,6.09322
1228,26660858,4205343,C1CC(OC1)CNC(=S)N=NC2=C(NC3=C2C=C(C=C3)Br)O,Active,2,,,23.42,1.06099
1229,856300,621221,CN1C2=C(C=NC=C2)N=C1C3=NC4=CC=CC=C4C=C3,Active,2,,,23.41,2.79747
1230,4244238,3238860,CCN1CCN(CC1)C2=C3C(=C(SC3=NC=N2)C(=O)NC4=CC=CC=C4F)C,Active,2,,,23.37,5.43272
1231,14722073,1084688,C1=CC=C2C=C3C(=CC2=C1)NC(=N3)C4=CC=CC=N4,Active,2,,,23.36,4.03008
1232,17415875,135501779,CC1=C(C=CO1)C(=O)N/N=C/C2=CNC3=CC=CC=C32,Active,2,,,23.36,8.61139
1233,14728035,903329,CN1C(=C(C=N1)Cl)C(=O)NC2=CC(=CC=C2)Cl,Active,2,,,23.35,3.4345
1234,24823560,1594634,C1=CC=C(C=C1)S(=O)(=O)NN2C(=C(SC2=S)C3=C4C=C(C=CC4=NC3=O)Br)O,Active,2,,,23.33,2.9575
1235,7970845,2151111,CN1C2=C(C=CC=C2SC1=NC(=O)C3CC3)F,Active,2,,,23.32,4.55977
1236,24809657,3095471,CCCC(=O)NC1=C2CCN(C2=NC3=CC=CC=C31)C4=CC=CC=C4,Active,2,,,23.28,5.51866
1237,24787972,903655,C1OC2=C(O1)C=C(C=C2)C(=O)NC3=C(C=CC(=C3)[N+](=O)[O-])Cl,Active,2,,,23.21,5.8656
1238,846898,649291,C1=CC=NC(=C1)NC2=NC(=CS2)C3=CC=CS3,Active,2,,,23.19,7.17939
1239,47202889,766777,CN(C)C1=NC(=NC(=N1)NC2=CC(=C(C=C2)Cl)Cl)N(C)C,Active,2,,,23.13,3.31303
1240,17386724,1212115,COC1=CC=CC(=C1)N=C2C(=CC3=CC=CC=C3O2)C4=NC5=CC=CC=C5N4,Active,2,,,23.12,5.52632
1241,24802541,2959061,C1CC(=O)N(C1=O)CCNC2=C(C=C(C=C2)C(=O)NC3=CC=CC=C3)[N+](=O)[O-],Active,2,,,23.11,5.51835
1242,26666498,950448,COC1=CC=C(C=C1)C(=O)COC2=CC=CC=C2C#N,Active,2,,,23.1,2.1584
1243,864252,665499,C1=CC=NC(=C1)C2=NC(=C(C(=C2)C3=CC=CS3)C#N)N,Active,2,,,23.09,3.84215
1244,85146580,44142438,CN1C=NC=C1C2=C(C3=C(N2C)C=CC(=C3)C4=CC5=C(C=C4)C=CN5)C#CC6=CC(=CC(=C6)OC)OC,Active,2,,,23.09,3.49036
1245,862687,663919,C1=CC=C2C(=C1)C(=O)N(C(=N2)C3=CC=CO3)CCCN4C=CN=C4,Active,2,,,23.06,2.57288
1246,14732006,2949992,C1C(OC2=CC=CC=C2O1)C3=CSC4=NC=NC(=C34)NCCC5=CC=CC=C5,Active,2,,,23.04,0.497756
1247,49643183,135430309,COC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=O)N2,Active,2,,,23.03,3.23477
1248,24794659,903295,CN1C(=CC=N1)C(=O)NC2=CC(=C(C=C2OC)Cl)OC,Active,2,,,23,5.60707
1249,17411375,4210202,C1CC2=C(C3=CC=CC=C31)SC(=C2)C4=NNC(=S)O4,Active,2,,,23,6.34391
1250,851005,653558,C1=CC=C(C=C1)C2=CC3=C(N=CN=C3O2)N4C=CC=C4,Active,2,,,22.99,4.34506
1251,14740502,1633230,CN\1C2=CC=CC=C2S/C1=C\C(=O)C3=CC=CS3,Active,2,,,22.93,0.643918
1252,47199049,6468066,CCOC1=CC=CC(=C1)C(=O)NC2=CC3=C(C=C2)NN=C3,Active,2,,,22.92,6.18326
1253,14742185,9551767,CC1=C(SC(=N1)N)C(=O)NC2=CC=CC=C2.Cl,Active,2,,,22.91,6.61258
1254,49816479,4356406,C1=CC(=CC(=C1)Br)NC(=O)C2=CC3=C(C=C2)SN=N3,Active,2,,,22.87,5.94879
1255,24814206,5884926,CC1=CC\2=C(C=C1)NC(=O)/C2=C\C3=CC=CO3,Active,2,,,22.86,2.54681
1256,17410353,5938579,CON/C=C(\C=NC1=CC=C(C=C1)F)/C2=C(C=C(C=N2)C(F)(F)F)Cl,Active,2,,,22.86,6.47237
1257,14725805,9549577,COC1=CC(=C(C=C1NC(=O)CN2CCCCC2)OC)NC(=O)C3=CC=CC=C3.Cl,Active,2,,,22.8,4.86157
1258,85146383,44142265,CN1C=NC=C1C#CC2=C(N(C3=CC=CC=C32)C)C=O,Active,2,,,22.8,2.68134
1259,16953185,9652190,CC1=C(SC(=N1)C)C(=O)N/N=C/C2=CN(C3=CC=CC=C32)C,Active,2,,,22.8,4.9093
1260,14729191,1474458,CC1=NC2=C(C=NN2C(=C1)C(F)(F)F)C3=CC=C(C=C3)F,Active,2,,,22.79,2.11358
1261,14731125,6867765,C1=CC=C(C=C1)/C=N/NC2=NN=C(C3=CC=CC=C32)Cl,Active,2,,,22.77,8.97111
1262,24782022,842815,CN1C=C(C(=N1)C(=O)NNC(=S)NC2=CC(=CC=C2)Cl)Cl,Active,2,,,22.77,11.6737
1263,50086433,9613554,C1=CSC(=C1)C(=O)N/N=C/C2=CC=C(C=C2)N3C=CN=C3,Active,2,,,22.76,1.93798
1264,85268784,2440876,CCOC1=CC2=C(C=C1)OC(=C2C)C(=O)NC3=NC=CS3,Active,2,,,22.74,4.34042
1265,49823714,17374539,C1=CC=C(C(=C1)C2=CSC(=N2)NC(=S)NC3=CC(=CC=C3)[N+](=O)[O-])Cl,Active,2,,,22.71,5.26205
1266,26669926,2484117,C1=CSC(=C1)C2=CSC3=C2C(=O)NC(=N3)C4=CC=C(C=C4)O,Active,2,,,22.68,4.64881
1267,7966711,5308396,CC1CCCN(C1)C(=O)C2=CC3=C(S2)N(N=C3C4=CC=C(C=C4)Cl)C,Active,2,,,22.67,2.01953
1268,49642200,719218,CNC(=O)C1=CC=CC=C1NC2=CC=C(C=C2)SC(F)F,Active,2,,,22.66,8.25509
1269,4245785,1946667,C1=CC=C(C=C1)C2=NC3=C4C=CC=CC4=NC(=S)N3N2,Active,2,,,22.65,6.46531
1270,842317,5409720,CN\1C2=CC=CC=C2S/C1=C\C(=O)C3CCC3,Active,2,,,22.63,2.23648
1271,22404036,896463,CC1=CC(=C(N1C2=CC=CC=N2)C)/C=C/3\C(=O)NC(=O)N3,Active,2,,,22.62,6.60331
1272,14728862,371056,C1=CC=C(C=C1)C2=CC(=O)C3=C(N2)C=C(C=C3)Cl,Active,2,,,22.57,3.54407
1273,22412720,844648,CCN1C2=CC=CC=C2N=C1NC(=O)C3=NN(C=C3Br)C,Active,2,,,22.56,5.0954
1274,22405420,1225284,CC1=C(C=NN1C)C(=O)NC2=CC=C(C=C2)Br,Active,2,,,22.55,2.38666
1275,17510103,3342380,CC1=NC(=CC=C1)NC(=S)NC2=CC=CC(=C2)C(F)(F)F,Active,2,,,22.53,2.27369
1276,14728172,900514,COC1=CC=CC=C1C(=O)NC2=CC(=CC=C2)SC,Active,2,,,22.51,2.13389
1277,863327,6603226,CC1=NC2=C(C(=N1)NCCCN3C=CN=C3)OC4=CC=CC=C42.Cl,Active,2,,,22.51,0.683794
1278,4249431,3243386,C1=CC=C(C=C1)C2=NN=C(O2)NC3=NC4=C(C=CC=C4S3)F,Active,2,,,22.5,3.66294
1279,47201808,1306656,C1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2)C(=O)NC3=CC=C(C=C3)Br,Active,2,,,22.5,7.47492
1280,49640917,775354,COC1=CC(=C(C=C1)OC)NC(=O)C2=CC3=C(C=C2)OCO3,Active,2,,,22.44,7.87351
1281,22408348,15945251,C1=CC=C2C(=C1)NC(=N2)/C(=C\C3=CC=CS3)/C#N,Active,2,,,22.42,5.02925
1282,4240527,1821543,C1=CC=C(C(=C1)CSC2=C(C(=NS2)SCC(=O)N)C#N)Cl,Active,2,,,22.39,1.7293
1283,49645299,3106493,CCOC1=CC=C(C=C1)N=NC2C(=NN(C2=O)C(=S)N)C,Active,2,,,22.38,2.74711
1284,856411,657773,C1CN(C2=NC3=CC=CC=C3C(=C21)N)C4=CC=CC=C4,Active,2,,,22.34,5.88365
1285,49674818,448949,C1=CC=C2C(=C1)C(=C(N2)C3=C(NC4=C3C=CC(=C4)Br)O)N=O,Active,2,,,22.3,5.86833
1286,24794512,2243348,CC1=CC=C(C=C1)NC(=O)NC2=CC3=CC=CC=C3N=C2,Active,2,,,22.29,1.74109
