SMILES,CYP2C9 Substrate Class,CYP2D6 Substrate Class,CYP3A4 Substrate Class,CYP2C9 Activity Class,CYP2D6 Activity Class,CYP3A4 Activity Class,CYP2C9 Inhibitor Class,CYP2D6 Inhibitor Class,CYP3A4_ Inhibitor Class
CN1CC2=C(N[C@@H](CC(O)=O)C1=O)C=CC(=C2)C(=O)N3CCC(CC3)C4CCNCC4,0,0,1,0,0,0,0,0,0
CC(N)CC1=CNC2=CC=CC=C12,0,,0,0,0,0,0,NA,0
CCC(CC)C(=O)NC1=C(C#N)C2=C(CC(CC2)C(C)(C)CC)S1,1,0,1,1,0,1,subs/inhib,0,subs/inhib
C(CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3)CC4=NN=NN4,0,0,0,0,1,0,0,1,0
COC1=CC2=C(C=C1OC)C3=C(C2)C(NC4=CC(F)=CC=C4)=NN3,0,0,0,1,0,0,1,0,0
CCCCC1CCC(CC1)C2=NC(=NO2)C3=CC=NC=C3,1,1,1,1,1,0,subs/inhib,subs/inhib,0
CC(C)(C)OC(=O)N1CCC(CC1)OCC2=NC(=NO2)C3=CC=NC=C3,0,0,1,0,0,0,0,0,0
CCOC1=C2C=CC=CC2=C(OCC)C3=C1CN(C3=O)C4=CC=C(CC(=O)N[S+]([O-])(=O)C5=CC=CC=C5)C=C4,0,0,0,0,0,1,0,0,1
C1CCC(CC1)N2C=NC3=C2N=C(OC4=CC=CC5=C4C=CC=C5)N=C3NC6=CC=C(C=C6)N7CCOCC7,0,0,1,1,0,0,1,0,0
CC1=C(NC(=O)NC2=CC=CC=C2)C=C(O1)[S+]([O-])(=O)N3CCCCC3,0,1,1,1,0,1,1,0,subs/inhib
CC1=CC=CC(NC2=NC(=CS2)C3=CC=NC=C3)=C1,0,1,0,1,1,1,1,subs/inhib,1
CC1=C(C=CC=C1)C#CC2=CC=C(CCC(O)=O)C=C2,0,,,0,0,0,0,NA,NA
COC1=CC=C(C=C1)C2=C(N=C(N2)C3=CC=C(O3)C4=CC=CC(Cl)=C4)C5=CC=C(OC)C=C5,0,0,0,1,0,0,1,0,0
CC1=C(SN=N1)C(=O)NC2=CC=C(C=C2)N3N=C(C=C3C(F)(F)F)C(F)(F)F,0,0,0,0,0,1,0,0,1
COC1=CC=C(C2=N[C@H]([C@H](N2C(=O)N3CCNC(=O)C3)C4=CC=C(Cl)C=C4)C5=CC=C(Cl)C=C5)C(OC(C)C)=C1,0,0,1,0,0,1,0,0,subs/inhib
C[C@@H](NCC1=CC2=C(N1)C=CC=C2)C3=C4C=CC=CC4=CC=C3,1,1,1,0,1,1,0,subs/inhib,subs/inhib
CC1=CC=C(C(C)=C1)C(C)(O)C2=NC3=CC=CC=C3S2,1,1,1,1,0,1,subs/inhib,0,subs/inhib
CC(C)(CC1=CC=C2C=CC=CC2=C1)NC[C@@H](O)COC3=C(C#N)C(Cl)=CC=C3,1,1,1,1,1,0,subs/inhib,subs/inhib,0
CC1=C2CC[C@H](CN3CCC(CC3)C4=C(Cl)C=CC=C4Cl)C[C@H](O)C2=CC=C1,0,1,1,1,1,0,1,subs/inhib,0
CCN1C(=O)N([C@@H]2CCN(CC3CCCCCCC3)C[C@H]2CO)C4=CC=CC=C14,0,1,1,0,1,0,0,subs/inhib,0
CC(C)[C@H](N)C(O)=O,1,0,0,0,0,0,0,0,0
Cl\C=C/C[N]12CN3CN(CN(C3)C1)C2,,,0,0,0,0,NA,NA,0
OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,0,,,0,0,0,0,NA,NA
OC[C@H](O)[C@@H](O)[C@H](O)C(=O)CO,0,0,,0,0,0,0,0,NA
CC(C)=CCC\C(C)=C/CCC(C)(O)C=C,0,0,0,0,1,0,0,1,0
O[C@@H]([C@@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O,0,,,0,0,0,0,NA,NA
CC(=O)NC(CCC(N)=O)C(O)=O,0,0,1,0,0,0,0,0,0
CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N3CCCC3)C(=O)CC4=CC(Cl)=C(Cl)C=C4,0,1,1,0,1,1,0,subs/inhib,subs/inhib
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=C(C=CC(OC(=O)CC)=C4)[C@H]3CC[C@]12C,0,,0,0,0,0,0,NA,0
CN1CC(O)C2=C\C(=N/NC(N)=O)C(=O)C=C12,0,0,0,0,0,0,0,0,0
CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](CC3=CNC4=C3C2=CC=C4)N(CC=C)C1,0,1,0,0,1,1,0,subs/inhib,1
N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C=C1)C(O)=O,0,0,0,1,0,0,1,0,0
CCCCC(O)C1=CC=CC=C1,0,,0,1,0,0,1,NA,0
C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](OC(C)=O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](C)O3)[C@@H](C)O2)O[C@H]5CC[C@@]6(C)[C@H](CC[C@@H]7[C@@H]6C[C@@H](O)[C@]8(C)[C@H](CC[C@]78O)C9=CC(=O)OC9)C5,1,0,1,,,,NA,NA,NA
C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)OC[C@]4(C)[C@H]3CC[C@]12C,,0,0,0,0,0,NA,0,0
C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC5=NNC=C5C[C@]4(C)[C@H]3CC[C@]12C,0,0,1,1,1,1,1,1,subs/inhib
C[C@@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CCC3=C2)C6=COC(=O)C=C6)[C@H](O)[C@H](O)[C@H]1O,0,0,1,0,0,0,0,0,0
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H]5S[C@@H]5C[C@]34C)[C@@H]1CC[C@@H]2O,0,,,1,0,1,1,NA,NA
COC(=O)CCC1=C(C)C2=CC3=NC(=CC4=C(C)C(C=C)=C(N4)C=C5N=C(C=C1N2)C(CCC(O)=O)=C5C)C6=CC=C([C@H](C(=O)OC)[C@@]36C)C(=O)OC,,0,,,,,NA,NA,NA
CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,,,0,0,0,0,NA,NA,0
C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@]34C)[C@@H]1CCC2=O,0,1,1,0,0,1,0,0,subs/inhib
CC[C@]12CC[C@H]3[C@@H](CCC4=C\C(CC[C@H]34)=N\O)[C@@H]1CC[C@@]2(OC(C)=O)C#C,1,0,,1,1,0,subs/inhib,1,NA
CCN(CC)C(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)(C)C)C=C1,0,0,0,0,0,0,0,0,0
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,0,0,0,0,0,0,0,0,0
COC1=C(O)C=C(C=C1)C2=CC(=O)C3=C(O2)C=C(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)C=C3O,0,0,0,0,0,0,0,0,0
CN(C1CCN(CC1)C2=NC3=C(C=CC=C3)N2CC4=CC=C(F)C=C4)C5=NC=CC(=O)N5,0,1,1,0,0,0,0,0,0
OCC(CO)OP([O-])([O-])=O,0,0,,0,0,0,0,0,NA
N[C@@H](CC(N)=O)C(O)=O,0,,0,0,0,0,0,NA,0
CCN(CC)N([O-])N=O,,0,,0,0,0,NA,0,NA
COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,0,0,,0,0,1,0,0,NA
CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)C[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=C(Br)C4=C3N=CN=C4N,0,0,1,0,0,1,0,0,subs/inhib
O=C(N1CCC(CC1)N2CCCC2)C3=CC(NC4=CC=CC=C4)=C(C=C3)C(=O)N5CCC(CC5)N6CCCC6,0,0,0,0,0,0,0,0,0
COC1=C(C=CC=C1)[S+]([O-])(=O)NC2=CC3=C(NC(=O)N(C)C3)C=C2,0,0,0,0,0,0,0,0,0
OC(=O)CNC(=O)C1=C(O)C2=CC=CC=C2N(CC3=CC=CC=C3)C1=O,0,0,0,0,0,0,0,0,0
C[C@@]12OC(=O)[C@@]1(NC(=O)[C@@H]2CCCl)[C@@H](O)[C@H]3CCCC=C3,,,1,,,,NA,NA,NA
CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)N4C=CN=C4,1,0,1,1,0,1,subs/inhib,0,subs/inhib
COC1=CC(=CC=C1)C2=CC=C(NC(=O)C3=C(CCC3)C(O)=O)C(F)=C2,0,0,0,0,0,0,0,0,0
CC(C)CNC1=CC=NC(NCC2=CSC(=N2)C3=CC=CC=C3)=N1,0,1,1,0,1,1,0,subs/inhib,subs/inhib
CCNC(=O)C[C@H]1N=C(C2=CC=C(Cl)C=C2)C3=CC(OC)=CC=C3N4C(C)=NN=C14,0,0,1,1,0,0,1,0,0
CC1=NNC(NC2=NN3C(CC4=CC=C(Cl)C=C4F)=C(C)N=C3C(CN5CCOCC5)=C2)=C1,0,0,1,0,0,0,0,0,0
CCCC1=CC2=C(N=CN=C2S1)N3CCN(CC3)C4=NCC(C)(C)S4,1,1,1,0,1,0,0,subs/inhib,0
COC1=CC=C(CN2C=CC3=C2C=C(C=C3)C(=O)NO)C=C1,0,0,0,,,,NA,NA,NA
NC1=NC2=C(NC=N2)C(OCC3=CC(Br)=CS3)=N1,0,0,0,0,1,1,0,1,1
ClC1=CC=C(OCCCCCCN\C(NC2=CC=NC=C2)=N/C#N)C=C1,1,0,1,1,1,1,subs/inhib,1,subs/inhib
CN1CCC2=C(C1)N(CC3=CC=C(C=C3)C(=O)NO)C4=CC=CC=C24,0,1,0,0,1,0,0,subs/inhib,0
CC1(C)CCC(CN2CCN(CC2)C3=CC(OC4=CN=C5NC=CC5=C4)=C(C=C3)C(=O)N[S+]([O-])(=O)C6=CC=C(NCC7CCOCC7)C(=C6)[N+]([O-])=O)=C(C1)C8=CC=C(Cl)C=C8,0,0,1,,,,NA,NA,NA
C[S+]([O-])(=O)C1=C2N(CC3=CC=C(Cl)C=C3)C4=C(CC[C@@H]4CC(O)=O)C2=CC(F)=C1,0,0,1,0,0,0,0,0,0
COC1=CC(=CC=C1NC2=NC=NC(NC3=CC=CC=C3[S+]([O-])(=O)C(C)C)=N2)N4CCC(CC4)N5CCN(C)CC5,0,1,1,0,0,0,0,0,0
CN1CCC(COC2=CN=C(N=C2)C3=CC(CN4N=C(C=CC4=O)C5=CC(=CC=C5)C#N)=CC=C3)CC1,0,0,0,0,0,0,0,0,0
N[S+]([O-])(=O)OC[C@@H]1C[C@H](C[C@@H]1O)N2C=CC3=C2N=CN=C3N[C@H]4CCC5=C4C=CC=C5,0,0,1,0,0,0,0,0,0
CC1=NC2=C(C=C(C=C2N1CC3=CC=CC(=C3C)C(F)(F)F)N4CCOCC4)C(O)=O,0,0,0,0,0,0,0,0,0
CN(C)C1=NC(CC2=CC=C(NC(=O)C3=CC=C(C=C3)C(F)(F)F)C=C2)=NC(N(C)C)=C1CC(O)=O,0,0,0,0,0,0,0,0,0
CCN1C(=CC2=C3N(C)C=NC3=C(NC4=NN(C)C(C)=C4)N=C12)C(=O)N(C5CC5)C6CC6,0,0,0,1,0,1,1,0,1
COC[C@H](NC(=O)[C@H](COC)NC(=O)C1=CN=C(C)S1)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)[C@@]3(C)CO3,0,0,1,0,0,0,0,0,0
CCCN1C(=O)N(CC)C2=C(NC(=N2)C3=CN(CC4=CC=CC(=C4)C(F)(F)F)N=C3)C1=O,1,0,1,0,0,0,0,0,0
CN(C)C1=C(CC(O)=O)C(Cl)=NC(CC2=CC=C(NC(=O)C3=CC=C4C=CC=CC4=C3)C=C2)=N1,1,0,0,0,0,0,0,0,0
CC[C@H](CC#N)OC(=O)N[C@@H](C)C1=CC=CC(NC(=O)NC2=CC=C(C3=CN=CO3)C(OC)=C2)=C1,0,0,1,1,1,1,1,1,subs/inhib
CN1C=NC2=C(F)C(NC3=CC=C(Br)C=C3F)=C(C=C12)C(=O)NOCCO,0,0,0,1,0,1,1,0,1
CC(C)C1=NN(C2=C1C(=O)NC(CC3=CC=C(OCCO)C=C3)=N2)C4=C(Cl)C=CC=C4Cl,0,0,1,1,0,1,1,0,subs/inhib
CN(C)CC(C)(C)CNC1=NN2C(C=C1C3CCC3)=NN=C2C4=CC=CC=C4,0,1,1,1,1,0,1,subs/inhib,0
CC(C)(N)C1=CC=C(C=C1)C2=NC3=C(C=CC=C3)N=C2C4=CC=CC=C4,0,0,,0,0,0,0,0,NA
FC1=CC=C(C=C1)N2C=CC=C(C(=O)NC3=CC=C(OC4=C5C=CNC5=NC=C4)C(F)=C3)C2=O,0,0,1,1,0,1,1,0,subs/inhib
FC(F)C1=NN(C(=C1)C2=CN=C(NC(=O)C3CC3)S2)C4=C(Cl)C=CC=C4Cl,0,0,0,1,0,1,1,0,1
C(CN1CCCCC1)OC2=CC(=CC=C2)C3=NNC4=CC=C(C=C34)C5=NNC=N5,1,0,0,0,0,0,0,0,0
CSC1=CC(NC2=NC3=C(C=N2)C=C(C(=O)N3C)C4=C(Cl)C=CC=C4Cl)=CC=C1,,0,1,1,0,0,NA,0,0
CN1C(=O)C(=CC2=C1N=C(NC3=CC=CC(=C3)C(O)=O)N=C2)C4=C(Cl)C=CC=C4Cl,0,0,0,0,0,0,0,0,0
COC1=NC=CC(=N1)C2=C(N=CN2C3CCNCC3)C4=CC=C(F)C=C4,0,0,0,0,0,0,0,0,0
OCC(=O)N1CCC(CC1)C2=NNC(=C2C3=NC=NC=C3)C4=CC=C(Cl)C=C4,0,0,0,1,0,0,1,0,0
CN(C)CCOC1=CC(=CC=C1NC(=O)C2COC3=CC=CC=C3O2)C4=CNN=C4,0,1,0,1,1,0,1,subs/inhib,0
CCC1=NC(=C(S1)C2=CC(NC(=O)C3=CC=CC=C3)=NC=C2)C4=CC(C)=CC=C4,1,1,1,1,0,1,subs/inhib,0,subs/inhib
CC1=C(C=NC(N)=N1)C2=NC3=C(SC(=C3)C(C)(C)O)C(=N2)N4CCOCC4,0,0,0,,,,NA,NA,NA
CC(C)(O)C1=CC2=C(S1)C(=NC(=N2)C3=CN=C(N)N=C3)N4CCOCC4,0,0,0,0,0,0,0,0,0
CC[S+]([O-])(=O)N1CC(CC#N)(C1)N2C=C(C=N2)C3=NC=NC4=C3C=CN4,0,0,0,0,0,0,0,0,0
CCN(CC)CCNC(=O)C1=CC=C2N=C(C3=CC=CC=C3)C(=NC2=C1)C4=CC=C(CN5CCC(CC5)N6C(=O)NC7=CC=CC=C67)C=C4,0,0,1,,,,NA,NA,NA
CC(C)NC1=CC(=CC2=NC(NC(=O)C3=CN=CC=C3)=NN12)C(F)(F)F,0,0,0,1,0,1,1,0,1
CC1=C(C(N=C(N1)C2=CC(Cl)=NC=C2)C3=C(F)C=C(Cl)C=C3)C(=O)NC4=C(F)C=C5NN=CC5=C4,0,0,1,1,1,1,1,1,subs/inhib
CC1=C(C(=O)N(C=C1)C2=CC=C(C=C2)C3=NC=CO3)C4=CC5=CN=C(N)N=C5C=C4,1,0,0,0,0,0,0,0,0
CC(C)(C)NC(=O)NC1=CC=CC(NC2=NC(NC(C)(C)CO)=C(F)C=N2)=C1,0,0,1,0,0,0,0,0,0
CC1=C(NC2=CC=CC(=C2)[S+]([O-])(=O)NC(C)(C)C)N=C(NC3=CC(CN4CCOCC4)=CC=C3)N=C1,0,1,0,1,0,1,1,0,1
CC1=C(NC2=CC=CC(=C2)[S+]([O-])(=O)NC(C)(C)C)N=C(NC3=CC=C(CN4CCOCC4)C=C3)N=C1,1,1,1,1,1,1,subs/inhib,subs/inhib,subs/inhib
CCNC(=O)NC1=C(Cl)C=C(OC2=C(\C=N\OC)C(N)=NC=N2)C=C1,0,0,0,0,0,0,0,0,0
COC1=CC=C2C(OC3=CC=C(NC(=O)C4=C(C)N(CC(C)(C)O)N(C4=O)C5=CC=CC=C5)C=C3F)=CC=NC2=C1,0,0,0,0,0,0,0,0,0
COC1=CC=C(NC2=CC(=NC(=N2)N3CCOCC3)C4=CN=C(N)N=C4)C=N1,0,0,0,1,0,1,1,0,1
CC1=C(CN2CCN(CC2)[S+](C)([O-])=O)SC3=C1N=C(N=C3N4CCOCC4)C5=CN=C(N)N=C5,0,0,0,0,0,0,0,0,0
CC(C)C1=C2N=C(N[C@@H](CO)[C@H](O)CO)C=C(NCC3=CC=CC=C3)N2N=C1,0,0,1,1,0,0,1,0,0
CN(C)CC(=O)N1CCC(CC1)C2=CC=C(NC(=O)C3=NC(=CN3)C#N)C(=C2)C4=CCCCC4,1,0,0,0,0,0,0,0,0
CN1CCN(CC1)C2=CC=CC(NC3=NN4C=CC=C(C4=N3)C5=CC=C(C=C5)[S+](C)([O-])=O)=C2,0,0,0,0,0,0,0,0,0
[O-][S+]1(=O)CCN(CC2=CC=C(C=C2)C3=CC=CC4=NC(NC(=O)C5CC5)=NN34)CC1,0,0,0,0,0,0,0,0,0
NC(=O)C1=CN=C(C2=CC=C(C=C2)C3(N)CCC3)C(=C1)C4=CC=CC=C4,0,0,0,1,1,1,1,1,1
CN1C=C(N=C(NC2=CC=C(C=C2)C(=O)N3CCOCC3)C1=O)C4=C(C)C(NC(=O)C5=CC=C(C=C5)C(C)(C)C)=CC=C4,0,0,1,1,0,1,1,0,subs/inhib
FC1=C(NC(=O)C2=C(Cl)C(=CC=C2)C3(CC3)C#N)C=C(OC4=NC5=C(C=C4)N=C(NC(=O)C6CC6)S5)C=C1,1,,1,,,,NA,NA,NA
CC1=NC2=C(N1)C3=CC=CC=C3N(CC2)C(=O)C4=CC=C(NC(=O)C5=CC=CC=C5C6=CC=CC=C6)C=C4,1,0,1,0,1,1,0,1,subs/inhib
CN1C=C(C2=C1N=CN=C2N)C3=CC4=C(C=C3)N(CC4)C(=O)CC5=CC(=CC=C5)C(F)(F)F,0,0,1,0,0,0,0,0,0
CC1=C(C(CC(=O)N1)C2=CC=C(C=C2)C(F)(F)F)C(=O)NC3=C(F)C=C4NN=CC4=C3,0,0,1,0,0,1,0,0,subs/inhib
OC1=CC(=CC=C1Cl)C2=C(NC(=N2)C3=CC=CC=C3)C4=CC=NC=C4,0,1,0,1,1,1,1,subs/inhib,1
NC(=O)C1=CC=CC2=CN(N=C12)C3=CC=C(C=C3)[C@@H]4CCCNC4,0,0,0,0,0,0,0,0,0
COC1=CC2=NC(=NC(N[C@@H]3CNC[C@H]3C(C)(C)O)=C2C=C1OC)C4=CC(F)=CC=C4O,0,0,0,0,0,0,0,0,0
CCOC(=O)\C=C\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)C2=NOC(C)=C2)C(C)C)CC3=CC=C(F)C=C3,0,0,1,1,0,1,1,0,subs/inhib
C[S+]([O-])(=O)C1=CC=C(C=C1)C2=CN=C(N)C(=N2)C(=O)NC3=CC=CC=C3,0,0,0,0,0,0,0,0,0
CCNC(=O)NC1=CC=C2N=CC(NC3=CC=C(C)C=C3)=NC2=N1,0,0,0,0,0,0,0,0,0
COC1=CC2=C(CN(CCC3=CC=C(NC(=O)C4=CC(OC)=C(OC)C=C4NC(=O)C5=CC6=CC=CC=C6N=C5)C=C3)CC2)C=C1OC,0,0,1,0,0,0,0,0,0
ClC1=CC=C(CCCOC2=NNC(=O)C(Br)=C2NCC3=CN=CC=C3)C=C1,0,0,1,1,0,1,1,0,subs/inhib
CN1N=C(N)C2=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C4=C2C1=NC=N4,0,0,0,0,0,0,0,0,0
OC1(CN(C1)C(=O)C2=C(NC3=C(F)C=C(I)C=C3)C(F)=C(F)C=C2)[C@@H]4CCCCN4,0,0,1,0,1,1,0,1,subs/inhib
COC1=C(OCCCN2CCOCC2)C=CC3=C1N=C(NC(=O)C4=CN=C(N)N=C4)N5CCN=C35,0,,0,0,0,0,0,NA,0
C[C@@H](NC(=O)C1=C(Cl)C(N)=NC=N1)C2=NC=C(S2)C(=O)NC3=NC=C(Cl)C(=C3)C(F)(F)F,1,0,0,0,0,0,0,0,0
CC1=C2N=C(NC2=CC(=C1)N3CCOCC3)C4=C(NC[C@@H](O)C5=CC=CC(Cl)=C5)C=CNC4=O,0,0,1,1,1,1,1,1,subs/inhib
CNC(=O)C1=C(OC2=CC(N(CCO)[S+](C)([O-])=O)=C(C=C12)C3CC3)C4=CC=C(F)C=C4,0,0,1,0,0,0,0,0,0
COC1CCC(CC1)N(C(=O)C2CCC(C)CC2)C3=C(SC(=C3)C4=CCCCC4)C(O)=O,1,0,0,0,0,0,0,0,0
FC1=CC(COC2=CC=C(NC3=C4C=C(NC(=O)C=C)C=CC4=NC=N3)C=C2Cl)=CC=C1,0,0,1,1,0,1,1,0,subs/inhib
FC(F)C1=NC2=C(C=CC=C2)N1C3=NC(=NC(=N3)N4CCOCC4)N5CCOCC5,1,0,1,1,0,1,subs/inhib,0,subs/inhib
CN(C)CC1=C(OC2=CC=CC=C12)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,0,0,0,0,1,1,0,1,1
CN1C=C(CNCC2CCN(CC2)C3=NC=C(C=N3)C(=O)NO)C4=CC=CC=C14,0,1,1,0,1,0,0,subs/inhib,0
OC(=O)C1=CC=C(NC2=NC3=C(CN=C(C4=CC(Cl)=CC=C34)C5=C(F)C=CC=C5F)C=N2)C=C1,0,0,0,0,0,0,0,0,0
CC1COC2(CCN(CC2)C3=NC(=O)C4=CC(=CC(=C4S3)[N+]([O-])=O)C(F)(F)F)O1,0,0,0,0,1,1,0,1,1
NCC(=O)NC1=CC=C(C=C1)N2N=C(C=C2C3=CC4=C(C=C3)C5=C(C=CC=C5)C=C4)C(F)(F)F,0,0,0,1,0,0,1,0,0
CCC1=C(C(=O)C(N)=O)C2=C(C=CC=C2OCC(O)=O)N1CC3=CC=CC=C3,0,0,0,0,0,0,0,0,0
O=C(NC1CC1)NC2=CNN=C2C3=NC4=CC(CN5CCOCC5)=CC=C4N3,0,0,0,0,0,0,0,0,0
COC1=CC=C(C=C1)[S+]([O-])(=O)NC2=C(NC3=CC=C(O)C=C3)N=CC=C2,0,0,0,1,0,0,1,0,0
CC(NC1=CC=CC=C1)C2=CC(C)=CN3C(=O)C=C(N=C23)N4CCOCC4,0,0,1,1,0,1,1,0,subs/inhib
CN1CCN(CC1)C2=CC=C(NC3=NC=C(Cl)C(OC4=CC(NC(=O)C=C)=CC=C4)=N3)C=C2,0,1,0,1,0,1,1,0,1
C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,0,0,1,0,0,0,0,0,0
COC1=CC=C2C(OCC3=NN=C4C=CC(=NN34)C5=CC=CC=C5)=CC=NC2=C1,1,0,1,1,0,1,subs/inhib,0,subs/inhib
CN1C=NC(=C1)C2=CC3=NC=CC(OC4=CC=C(NC(=S)NC(=O)CC5=CC=CC=C5)C=C4F)=C3S2,0,0,1,1,0,0,1,0,0
CN1C(=O)C(O)=C(N=C1N2CCCC[S+]2([O-])=O)C(=O)NCC3=CC=C(F)C=C3,0,0,0,0,0,0,0,0,0
CCN1CCN(CC1)C(=O)CC2=CC=C(NC3=NC(NC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5Cl)=C(F)C=N3)C=C2,0,1,1,1,0,1,1,0,subs/inhib
CCC1=CC=CC(CC)=C1NC(=O)N2CC3=C(C2)C(NC(=O)C4=CC=C(C=C4)N5CCN(C)CC5)=NN3,1,0,1,0,0,0,0,0,0
CC1=NC(C(=O)NCC(O)=O)=C(O)C2=C1C=C(OC3=CC=CC=C3)C=C2,0,0,0,0,0,0,0,0,0
CC(=O)NC1=NC(C)=C(S1)C2=CC(=C(Cl)C=C2)[S+]([O-])(=O)NCCO,0,0,0,0,0,0,0,0,0
CC(C)(C)CN1C(N)=NC2=C1N=C(C=C2)C3=C(N=C(N3)C(C)(C)C)C4=CC=C(F)C=C4,0,0,1,1,0,1,1,0,subs/inhib
CN(C)C1=CC=C(C=C1)C2=NC3=C(N4CCN(CC(=O)NC5=NC=CS5)CC4)C(Cl)=CN=C3N2,0,0,1,1,0,1,1,0,subs/inhib
COC1=CC(OC)=CC(NC2=NC3=CC=CC=C3N=C2N[S+]([O-])(=O)C4=CC=C(NC(=O)C5=CC=C(C)C(OC)=C5)C=C4)=C1,1,0,0,1,0,0,subs/inhib,0,0
CNC(=O)C1=CC=C2C(NC(=O)\C2=C(/NC3=CC(CN(C)C)=CC=C3)C4=CC=CC=C4)=C1,0,0,1,0,0,0,0,0,0
CCCNC(=O)NC1=CC=C(OC2=NC=NC3=CC(OC)=C(OC)C=C23)C=C1Cl,1,0,0,0,0,0,0,0,0
ClC1=CC=C(C=C1)C2(CCNCC2)C3=CC=C(C=C3)C4=CNN=C4,0,0,0,1,1,0,1,1,0
CC1=C(N=C(NC(=O)C2(CC2)C3=CC4=C(OC(F)(F)O4)C=C3)C=C1)C5=CC=CC(=C5)C(O)=O,0,0,1,0,0,0,0,0,0
COC1=CC=C(C=C1)N2N=C(C(N)=O)C3=C2C(=O)N(CC3)C4=CC=C(C=C4)N5CCCCC5=O,0,0,0,0,0,0,0,0,0
OC1=CC=C(C=C1)[C@@H]2OC3=C(C=C(O)C=C3)[C@@H]4CCC[C@H]24,1,0,,0,0,1,0,0,NA
CC1=CN([C@@H]2C[C@@H](O)[C@H](CO)O2)C(=O)NC1=O,1,,,0,0,0,0,NA,NA
NC1=NC(=O)N(C=C1F)[C@H]2CS[C@H](CO)O2,0,0,0,,,,NA,NA,NA
CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(\C=C/C3=C(C)N=CS3)=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)C4=CSC(N)=N4,1,1,1,0,0,1,0,0,subs/inhib
CC(C)C1=NOC(=N1)N2CCC(COC3=CN=C(C=C3)C4=CC=C(C=C4)[S+](C)([O-])=O)CC2,1,0,1,1,0,0,subs/inhib,0,0
O=C(N1CCNCC1)C2=CC=C(\C=C\C3=NNC4=C3C=CC=C4)C=C2,0,0,0,0,0,0,0,0,0
C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(SC3CN(C3)C4=NCCS4)=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C,0,1,1,0,0,1,0,0,subs/inhib
CNC(=O)CN1CCC(CC1)OC2=C(OC)C=C3N=CN=C(NC4=C(F)C(Cl)=CC=C4)C3=C2,1,0,1,1,0,0,subs/inhib,0,0
CN1C(CNC2=CC=C(C=C2)C(N)=N)=NC3=CC(=CC=C13)C(=O)N(CCC(O)=O)C4=NC=CC=C4,0,0,0,0,0,0,0,0,0
FC(F)(F)C1=CN=C(N1)C2=CC(OC3=CC4=C(NC(NC5=CC=C(C=C5)C(F)(F)F)=N4)C=C3)=CC=N2,1,0,0,0,0,0,0,0,0
COCCOC1=CC2=C(C=C1OCCO)C(NC3=CC=CC(=C3)C#C)=NC=N2,0,1,0,1,1,1,1,subs/inhib,1
CC1=CC=CC2=C1C(=O)N(C(CN3N=CC4=C3N=CN=C4N)=N2)C5=C(C)C=CC=C5,0,0,1,0,0,1,0,0,subs/inhib
C[C@H](NC1=NC(NC2=NNC(C)=C2)=C(F)C=C1C#N)C3=CC=C(F)C=C3,0,0,0,1,0,1,1,0,1
